AppId, UserId, TimeStamp, OnBattery, ScreenOn, BatterySaverActive, LowPowerEpochActive, Foreground, InteractivityState, Container, Committed, TimeInMSec, MeasuredBitmap, EnergyLoss, CPUEnergyConsumption, SocEnergyConsumption, DisplayEnergyConsumption, DiskEnergyConsumption, NetworkEnergyConsumption, MBBEnergyConsumption, OtherEnergyConsumption, EmiEnergyConsumption, CPUEnergyConsumptionWorkOnBehalf, CPUEnergyConsumptionAttributed, TotalEnergyConsumption
Microsoft.Windows.StartMenuExperienceHost_10.0.19041.3636_neutral_neutral_cw5n1h2txyewy, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, FALSE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume1\Windows\System32\SecurityHealthService.exe, S-1-5-18, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
\Device\HarddiskVolume1\Windows\System32\wbem\unsecapp.exe, S-1-5-18, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalServiceNetworkRestricted] [WinHttpAutoProxySvc], S-1-5-19, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13
\Device\HarddiskVolume1\ProgramData\Microsoft\Windows Defender\Platform\4.18.24020.7-0\MsMpEng.exe, S-1-5-18, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 216683, 0, 0, 20237, 0, 0, 0, 0, 0, 442, 236920
\Device\HarddiskVolume1\Windows\System32\svchost.exe [netsvcs] [Winmgmt], S-1-5-18, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 471, 0, 0, 0, 0, 0, 0, 0, 1, 407, 471
\Device\HarddiskVolume1\Windows\System32\svchost.exe [netsvcs] [ShellHWDetection], S-1-5-18, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalService] [netprofm], S-1-5-19, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50
\Device\HarddiskVolume1\Windows\System32\svchost.exe [NetworkService] [Dnscache], S-1-5-20, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 412, 0, 0, 0, 0, 0, 0, 0, 129, 0, 412
\Device\HarddiskVolume1\ProgramData\Microsoft\Windows Defender\Platform\4.18.24020.7-0\NisSrv.exe, S-1-5-19, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
\Device\HarddiskVolume1\Program Files (x86)\Common Files\Tencent\QQProtect\Bin\QQProtect.exe, S-1-5-18, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 174
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalSystemNetworkRestricted], S-1-5-18, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalServiceNoNetwork] [DPS], S-1-5-19, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 410, 0, 0, 2, 0, 0, 0, 0, 0, 107, 412
\Device\HarddiskVolume1\Program Files\MySQL\MySQL Server 8.0\bin\mysqld.exe, S-1-5-20, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 320
\Device\HarddiskVolume1\Program Files\Apoint2K\Apoint.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115
\Device\HarddiskVolume1\Windows\System32\svchost.exe [netsvcs] [wuauserv], S-1-5-18, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume1\Windows\System32\svchost.exe [NetworkService] [DoSvc], S-1-5-20, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 134, 0, 0, 0, 120, 0, 0, 0, 0, 0, 254
\Device\HarddiskVolume1\Windows\System32\sihost.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume1\Windows\System32\taskhostw.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
\Device\HarddiskVolume1\Windows\System32\svchost.exe [UnistackSvcGroup] [CDPUserSvc], S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31
\Device\HarddiskVolume1\Windows\System32\svchost.exe [NetworkService] [LanmanWorkstation], S-1-5-20, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
\Device\HarddiskVolume1\Windows\System32\svchost.exe [NetworkService] [CryptSvc], S-1-5-20, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 15945, 0, 0, 90, 0, 0, 0, 0, 327, 0, 16035
\Device\HarddiskVolume1\Windows\System32\svchost.exe [netsvcs] [TokenBroker], S-1-5-18, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume1\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe, S-1-5-18, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36
\Device\HarddiskVolume1\Windows\System32\LPlatSvc.exe, S-1-5-18, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
\Device\HarddiskVolume1\Windows\System32\LPlatSvc.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume1\Windows\System32\DriverStore\FileRepository\igdlh64.inf_amd64_fce0c2dbe15e0d9a\igfxEM.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13
\Device\HarddiskVolume1\Windows\System32\ibmpmsvc.exe, S-1-5-18, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume1\Windows\System32\svchost.exe [ClipboardSvcGroup] [cbdhsvc], S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49
\Device\HarddiskVolume1\Windows\System32\SearchIndexer.exe, S-1-5-18, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53
\Device\HarddiskVolume1\Windows\System32\wbem\WmiPrvSE.exe, S-1-5-20, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 12, 0, 0, 0, 0, 0, 0, 0, 405, 0, 12
\Device\HarddiskVolume1\Windows\System32\ctfmon.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20
\Device\HarddiskVolume1\Windows\SysWOW64\Lenovo\PowerMgr\PowerMgr.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 97, 0, 0, 3, 0, 0, 0, 0, 0, 0, 100
\Device\HarddiskVolume1\Windows\System32\winlogon.exe, S-1-5-18, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume1\Windows\explorer.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, Focus, FALSE, TRUE, 60012, b000000000, 0, 65, 0, 0, 3, 0, 0, 0, 0, 13, 0, 68
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalService] [CDPSvc], S-1-5-19, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26
\Device\HarddiskVolume1\Windows\System32\svchost.exe [wsappx] [AppXSvc], S-1-5-18, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 232, 0, 0, 0, 0, 0, 0, 0, 0, 90, 232
Registry, S-1-5-18, 2024-03-16:12:53:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 60012, b000000000, 0, 9, 0, 0, 21, 0, 0, 0, 0, 0, 0, 30
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalServiceNoNetworkFirewall], S-1-5-19, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume1\Program Files (x86)\Common Files\Foxit\Foxit PDF Reader\FoxitPDFReaderUpdateService.exe, S-1-5-18, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 1477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1477
\Device\HarddiskVolume1\Windows\System32\svchost.exe [RPCSS], S-1-5-20, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 29, 0, 0, 0, 0, 0, 0, 0, 1, 0, 29
Unknown, S-1-5-18, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 0, b000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalServiceNetworkRestricted] [EventLog], S-1-5-19, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
\Device\HarddiskVolume1\Windows\System32\svchost.exe [apphost] [AppHostSvc], S-1-5-18, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume1\Windows\System32\csrss.exe, S-1-5-18, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, Visible, FALSE, TRUE, 59986, b000000000, 0, 250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 250
\Device\HarddiskVolume5\PanGPS.exe, S-1-5-18, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108
\Device\HarddiskVolume1\Users\Administrator\AppData\Roaming\Spotify\Spotify.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, Visible, FALSE, TRUE, 59986, b000000000, 0, 2835, 0, 0, 36, 90, 0, 0, 0, 0, 59, 2961
\Device\HarddiskVolume1\Users\Administrator\AppData\Roaming\Spotify\Spotify.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 203, 0, 0, 3, 163, 0, 0, 0, 0, 0, 369
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalServiceAndNoImpersonation] [SSDPSRV], S-1-5-19, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalServiceNetworkRestricted] [Dhcp], S-1-5-19, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14
\Device\HarddiskVolume1\Program Files\Google\Chrome\Application\chrome.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, Visible, FALSE, TRUE, 59986, b000000000, 0, 3848, 0, 0, 181, 0, 0, 0, 0, 0, 39, 4029
\Device\HarddiskVolume1\Windows\System32\svchost.exe [DcomLaunch], S-1-5-18, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 73, 0, 0, 0, 0, 0, 0, 0, 9, 0, 73
\Device\HarddiskVolume1\Windows\System32\svchost.exe [NetworkService] [NlaSvc], S-1-5-20, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalServiceNoNetwork], S-1-5-19, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17
System Interrupts, S-1-5-18, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 7822, 1513, 0, 0, 0, 0, 0, 0, 0, 0, 9335
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalSystemNetworkRestricted] [StorSvc], S-1-5-18, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 7, 0, 0, 0, 0, 0, 0, 0, 94, 0, 7
\Device\HarddiskVolume1\Program Files\Google\Chrome\Application\chrome.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 11231, 0, 0, 100, 14839, 0, 0, 0, 0, 0, 26170
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalService] [BthAvctpSvc], S-1-5-19, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 32, 0, 0, 0, 0, 0, 0, 0, 15, 0, 32
\Device\HarddiskVolume1\Windows\System32\svchost.exe [appmodel] [StateRepository], S-1-5-18, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Microsoft.LockApp_10.0.19041.3636_neutral__cw5n1h2txyewy, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, FALSE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume1\Windows\System32\SgrmBroker.exe, S-1-5-18, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalServiceNetworkRestricted] [wscsvc], S-1-5-19, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume1\Windows\System32\svchost.exe [netsvcs] [UsoSvc], S-1-5-18, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume5\PanGPA.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40
\Device\HarddiskVolume1\Windows\System32\svchost.exe [DcomLaunch] [LSM], S-1-5-18, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
Microsoft.Windows.Search_1.14.13.19041_neutral_neutral_cw5n1h2txyewy, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, FALSE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
MicrosoftWindows.Client.CBS_1000.19054.1000.0_x64__cw5n1h2txyewy, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
Microsoft.Windows.StartMenuExperienceHost_10.0.19041.3636_neutral_neutral_cw5n1h2txyewy, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, FALSE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume1\Windows\System32\SecurityHealthService.exe, S-1-5-18, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume1\ProgramData\Microsoft\Windows Defender\Platform\4.18.24020.7-0\NisSrv.exe, S-1-5-19, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
\Device\HarddiskVolume1\Windows\System32\dwm.exe, S-1-5-90-0-1, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, Minimized, FALSE, TRUE, 59986, b000000000, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
System, S-1-5-18, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 9879, 0, 0, 12864, 1310, 0, 0, 0, 268, 198, 24053
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalServiceNetworkRestricted], S-1-5-19, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume1\Windows\System32\conhost.exe, S-1-5-18, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, Visible, FALSE, TRUE, 59986, b000000000, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66
\Device\HarddiskVolume1\Windows\System32\conhost.exe, S-1-5-20, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, Visible, FALSE, TRUE, 59986, b000000000, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51
\Device\HarddiskVolume1\Windows\System32\lsass.exe, S-1-5-18, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 24098, 0, 0, 0, 0, 0, 0, 0, 184, 0, 24098
\Device\HarddiskVolume1\Windows\System32\services.exe, S-1-5-18, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6
\Device\HarddiskVolume1\Windows\System32\svchost.exe [netsvcs] [WpnService], S-1-5-18, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume1\Program Files (x86)\Common Files\Tencent\QQProtect\Bin\QQProtect.exe, S-1-5-18, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 174
\Device\HarddiskVolume1\Program Files\MySQL\MySQL Server 8.0\bin\mysqld.exe, S-1-5-20, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 321
\Device\HarddiskVolume1\Program Files\Apoint2K\Apoint.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113
\Device\HarddiskVolume1\Windows\System32\sihost.exe, S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume1\Windows\System32\wbem\unsecapp.exe, S-1-5-18, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume1\Windows\System32\svchost.exe [UnistackSvcGroup] [CDPUserSvc], S-1-5-21-830239001-2054536580-1826218552-500, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume1\ProgramData\Microsoft\Windows Defender\Platform\4.18.24020.7-0\MsMpEng.exe, S-1-5-18, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 227095, 0, 0, 18514, 0, 0, 0, 0, 0, 639, 245609
\Device\HarddiskVolume1\Windows\System32\svchost.exe [netsvcs] [Winmgmt], S-1-5-18, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 166, 0, 0, 0, 0, 0, 0, 0, 3, 105, 166
\Device\HarddiskVolume1\Windows\System32\svchost.exe [netsvcs] [TokenBroker], S-1-5-18, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
\Device\HarddiskVolume1\Windows\System32\svchost.exe [LocalService] [netprofm], S-1-5-19, 2024-03-16:12:54:00.0000, FALSE, FALSE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59986, b000000000, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
